τίς δὲ ποιμάνωρ ἔπεστι κἀπιδεσπόζει στρατῷ;	- u --- u-u -u--- u-	lyric	
οὔτινος δοῦλοι κέκληνται φωτὸς οὐδʼ ὑπήκοοι.	-u- -- u-- -u - u-u-	lyric	
πῶς ἂν οὖν μένοιεν ἄνδρας πολεμίους ἐπήλυδας;	- u - u-u -- uuu- u-u-	lyric	
ὥστε Δαρείου πολύν τε καὶ καλὸν φθεῖραι στρατόν.	-u --- u- u - u- -- u-	lyric	
δεινά τοι λέγεις ἰόντων τοῖς τεκοῦσι φροντίσαι.	-u - u- u-- - u-u -u-	lyric	
ἀλλʼ ἐμοὶ δοκεῖν τάχʼ εἴσῃ πάντα νημερτῆ λόγον.	- u- u- u -- -u --- u-	lyric	
τοῦδε γὰρ δράμημα φωτὸς Περσικὸν πρέπει μαθεῖν,	-u - u-u -- -u- u- u-	lyric	
καὶ φέρει σαφές τι πρᾶγος ἐσθλὸν ἢ κακὸν κλύειν.	- u- u- u -u -u - u- u-	lyric	
ὦ γῆς ἁπάσης Ἀσιάδος πολίσματα,	- - u-- uuu- u-u-	lyric	
ὦ Περσὶς αἶα καὶ πολὺς πλούτου λιμήν,	- -u -u - u- -- u-	iambic trimeter (tragic)	
ὡς ἐν μιᾷ πληγῇ κατέφθαρται πολὺς	- - u- -- u--- u-	iambic trimeter (tragic)	
ὄλβος, τὸ Περσῶν δʼ ἄνθος οἴχεται πεσόν.	-- u -- -u -u- u-	iambic trimeter (tragic)	
ὤμοι, κακὸν μὲν πρῶτον ἀγγέλλειν κακά·	-- u- - -u --- u-	iambic trimeter (tragic)	
ὅμως δʼ ἀνάγκη πᾶν ἀναπτύξαι πάθος,	-- u-- - u--- u-	iambic trimeter (tragic)	
Πέρσαι· στρατὸς γὰρ πᾶς ὄλωλε βαρβάρων.	-- u- - - u-u -u-	iambic trimeter (tragic)	
ἄνια ἄνια νεόκοτα καὶ	uuu uuu uuuu -	lyric	
δάιʼ ·. αἰαῖ, διαίνεσθε, Πέρ-	-u -- u--u -	lyric	
