ἀστὴρ ἀρίζηλος, ἐτυμώτατον	-- u--u uu-u-	lyric	
ἀνδρὶ φέγγος· εἰ δέ νιν ἔχων τις οἶδεν τὸ μέλλον,	-u -u - u u u- u -- u --	lyric	
ὅτι θανόντων μὲν ἐνθάδʼ αὐτίκʼ ἀπάλαμνοι φρένες	uu u-- u -u -u uu-- u-	lyric	
ποινὰς ἔτισαν, τὰ δ᾽ἐν τᾷδε Διὸς ἀρχᾷ	-- u-- u - -u uu --	lyric	
ἀλιτρὰ κατὰ γᾶς δικάζει τις ἐχθρᾷ	u-u uu - u-- u --	lyric	
λόγον φράσαις ἀνάγκᾳ·	u- u- u--	lyric	
ἴσαις δὲ νύκτεσσιν αἰεί,	u- u --u --	lyric	
ἴσαις δ᾽ ἁμέραις ἅλιον ἔχοντες, ἀπονέστερον	u- -u- -uu u-u uu-u-	lyric	
ἐσλοὶ δέκονται βίοτον, οὐ χθόνα ταράσσοντες ἐν χερὸς ἀκμᾷ	-- u-- uuu - uu u--u - uu u-	lyric	
οὐδὲ πόντιον ὕδωρ	-u -uu u-	lyric	
κεινὰν παρὰ δίαιταν· ἀλλὰ παρὰ μὲν τιμίοις	-- uu u-u -u uu - -u-	lyric	
θεῶν, οἵτινες ἔχαιρον εὐορκίαις, ἄδακρυν νέμονται	u- -uu u-u --u- u-- u--	lyric	
αἰῶνα· τοὶ δ᾽ἀπροσόρατον ὀκχέοντι πόνον	--u - uuu-u -u-u u-	lyric	
ὅσοι δ᾽ἐτόλμασαν ἐστρὶς	u- u--u --	lyric	
ἑκατέρωθι μείναντες ἀπὸ πάμπαν ἀδίκων ἔχειν	uuu-u --u uu -u uu- u-	lyric	
ψυχάν, ἔτειλαν Διὸς ὁδὸν παρὰ Κρόνου τύρσιν· ἔνθα μακάρων	-- u-- uu u- uu u- -u -u uu-	lyric	
νᾶσον ὠκεανίδες	-u -uuu-	lyric	
αὖραι περιπνέοισιν, ἄνθεμα δὲ χρυσοῦ φλέγει,	-- uuu-u -uu u -- u-	lyric	
τὰ μὲν χερσόθεν ἀπʼ ἀγλαῶν δενδρέων, ὕδωρ δ᾽ἄλλα φέρβει,	u - -uu u -u- -u- u- -u --	lyric	
ὅρμοισι τῶν χέρας ἀναπλέκοντι καὶ στεφάνους	--u - uu u-u-u - uu-	lyric	
βουλαῖς ἐν ὀρθαῖσι Ῥαδαμάνθυος,	-- u --u uu-u-	lyric	
ὃν πατὴρ ἔχει μέγας ἑτοῖμον αὐτῷ πάρεδρον,	- u- u- uu u-u -- u--	lyric	
πόσις ὁ πάντων Ῥέας ὑπέρτατον ἐχοίσας θρόνον.	uu u -- u- u-uu u-- u-	lyric	
